text_id,text_clean,topic,label
1-1779,ya allah lindungilah saudara saudara kami di palestina bantulah mereka ya allah hancurkanlah zionis laknatullah sehancur hancurnya ya allah ya allah lindungilah saudara saudara kami di palestina bantulah mereka ya allah hancurkanlah zionis laknatullah sehancur hancurnya ya allah,Jewish,0
1-178,catur pilar sejahtera we are hiring join our team operator mesin cutting kualifikasi usia os t pendidikan min sma smk mampu mengoperasikan mesin cutting rajin tekun loyal dan disiplin komunikatif dan mampu bekerja secara team buta warna 4x6 pendukung jazah ripuskesmas lembaga lamaran bisa dikirim melalui email atau kirim langsung ke jl wonosarl kidul no 137 surabaya more info,Disabilitas,0
1-1780,kisah fede valverde yang sempat mengira kena prank saat pertama kali ditawari gabung ke real madrid saya sedang bermain di kejuaraan amerika selatan u 17 di paraguay dan mendapat telepon yang mengubah seluruh hidup saya saya sedang duduk di kamar hotel dan orang tua saya tinggal di kamar lain ibu saya menelepon dan berkata hei datanglah ke kamar kami sekarang saya berlari kembali ke kamar dan syukurlah orang orang dari madrid masih ada di sana dan itu bukan mimpi buruk itu adalah hari pertama yang sempurna dalam hidupku via madrid xtra,UNKNOWN,0
1-1781,ini tampang penghina nabi dan minta israel bantai wni di palestina polisi telah menangkap lds alias lukman 57 warga sorong papua barat yang patut diduga melakukan penistaan agama terhadap agama islam dan penghinaan terhadap nabi muhammad lewat rekaman video yang kemudian diunggah dan viral di media sosial kepala bidang humas polda sumut kombes pol hadi wahyudi mengatakan lukman ditangkap di wilayah hukum polres toba pada minggu 26 november 2023 kemarin saat ini lukman sudah berada di markas polda sumut di medan untuk pemeriksaan lebih lanjut iya sudah kita tangkap saat ini tengah menjalani pemeriksaan di polda sumut kata hadi senin 27 11 2023,Jewish,0
1-1782,anak anak itu menciumi jenazah ayah nya yang syuhada pemboman zionis israel tangisnya menyayat hati semalam mereka masih makan bersama dan bercanda dengan ayah tercinta kemudian dini hari nya sebuah bom jatuh di rumah mereka anak anak itu melihat bagaimana ayah mereka terkubur dan tak dapat di selamatkan sudah kehilangan orang tua anak anak di palestina juga harus memendam trauma yang sangat mendalam ini saat nya kita bertindak meskipun hanya doa dan berperang di media sosial namun dukungan kita memperlihatkan dimana kita berpihak salurkan donasi terbaikmu melalui bsi 7770800808 ex bsm kode bank 451 a n partner in goodness ping dana 085694390941 whatsapp 085694390941,"Jewish, Rohingya",0
1-1783,resmi diumumkan kalau film anime seishun buta yarou wa odekake sister no yume wo minai rascal does not dream of a sister venturing out dijadwalkan akan tayang di bioskop indonesia mulai tanggal 13 oktober secara reguler sementara untuk fan screening telah disediakan dan akan tayang mulai tanggal 30 september top up game genshin impact honkai impact 3rd fifa mobile legend free fire dan game lainnya di atau 𝐏𝐨𝐬𝐭𝐞𝐝 𝐛𝐲 yuketo 𝐒𝐨𝐮𝐫𝐜𝐞 cbi pictures twitter resmi diumumkan kalau film anime seishun buta yarou wa odekake sister no yume wo minai rascal does not dream of a sister venturing out dijadwalkan akan tayang di bioskop indonesia mulai tanggal 13 oktober secara reguler sementara untuk fan screening telah disediakan dan akan tayang mulai tanggal 30 september top up game genshin impact honkai impact 3rd fifa mobile legend free fire dan game lainnya di atau 𝐏𝐨𝐬𝐭𝐞𝐝 𝐛𝐲 yuketo 𝐒𝐨𝐮𝐫𝐜𝐞 cbi pictures twitter,Disabilitas,0
1-1784,polres gresik merilis hasil pemeriksaan mri dari rs phc surabaya terkait siswi kelas 2 sd negeri 236 gresik sah 8 yang matanya diduga dicolok memakai tusuk bakso hasilnya cukup mencengangkan kebutaan disebut bukan karena terluka atau kekerasan dari pemeriksaan fisik makro tidak ditemukan kelainan apapun mulai bekas luka tidak ada juga tidak ditemukan bekas terjadi kekerasan maupun bekas darah dan kelainan saraf ujar spesialis mata dari rsud ibnu sina dr bambang tuhariyanto sp kapasitas memori dvr cctv disebut hanya mampu merekam selama 12 hari terakhir ortu korban sempat mengeluhkan kurang kooperatifnya pihak sekolah karena tak mengizinkannya melihat rekaman cctv saat kejadiaan,UNKNOWN,0
1-1785,selama kemerdekaan bangsa palestina beloem diserahkan kepada orang orang palestina maka selama itoelah bangsa indonesia berdiri menentang pendjadjahan israel free soekarno 1962 palestine,Jewish,0
1-1786,du create by hak cipta milik pinterpolitik segala bentuk plagiat bisa ditindak pictures israel tolak gencatansenjat jata pm israel menolak lakukan cencatan senjata dengan hamas bersumpah akan bertempur sampai menang sebut gencatan senjata berarti menyerah gencatan senjata adalah adalahpanggilan panggilan bagi israel untuk menyerah kepada hamas as juga tak setuju gencatan senjata benjamin netanyahu ahu pm israel 30 10 2023 namun setuju bantuan kemanusiaan masuk ke gaza sumber kumparan kompas sumber gambar berbagai sumber r55 r55 s83 s83 pinterpolitikdotcom pinterpolitik pinterpolitik p katanya pengen damai dan aman perdana menteri pm israel benjamin netanyahu menolak untuk melakukan gencatan senjata dengan hamas di gaza palestina netanyahu menganggap gencatan senjata berarti sama saja menyerah dan berjanji akan tetap bertempur sampai israel meraih kemenangan dalam perang tersebut pernyataan netanyahu tersebut didukung oleh sekutu terkuat israel amerika serikat as dewan keamanan nasional as john kirby menyatakan gencatan senjata bukanlah sesuatu yang tepat saat ini tapi setuju jika bantuan kemanusiaan untuk masuk ke gaza gimana menurut pandangan kalian terkait dengan penolakan gencatan senjata oleh pm israel share your thoughts in the comments ya,Jewish,0
1-1787,terkini edukasi okecelebrity livet news tv scoop bola lifestyle the walt disney berikan donasi ke lerael rp31 miliar annastasya rizqa jurnalis jum at 10 november 2023 19 44 wib the walt disney sumbang israel rp31 miliar foto ist walrdisney naah baco lor berenti makek epek disney cak kebagusan kmunnih dk sadar lah kno tipu daya galo,Jewish,0
1-1788,gila nau ini cantik nya minta ampun sc tiktok gila nau ini cantik nya minta ampun sc tiktok,Disabilitas,0
1-1789,gobierno de espana npc menteri sosial spanyol serukan negaranya putus hubungan dengan israel nusantara palestina center penjabat menteri hak sosial spanyol ione belarra menyerukan pemerintahan negaranya menangguhkan hubungan diplomatik dengan israel hal itu disampaikan ketika israel diyakini bertanggung jawab atas serangan ke rumah sakit baptis al ahli di jalur gaza yang menewaskan hampir sedikitnya 470 orang hari ini saya telah meminta mitra kami di pemerintahan partai sosialis psoe agar kita lebih serius dalam memerangi genosida terencana yang dilakukan israel terhadap rakyat palestina saya yakin kita harus segera menangguhkan hubungan diplomatik dengan negara israel kata belarra kepada awak media rabu 18 10 2023 dikutip anadolu agency anda bisa menjadi bagian perjuangan ini dengan klik link pada bio atau transfer melalui rekening bantuan darurat untuk palestina bca 165 600 9595 bni 69 0009 0089 bri 044 2010 0131 3307 bsi 772 500 4006 yayasan nusantara palestina center,Jewish,0
1-179,sinting jangan lupa stream mv lagu lagu mereka ya paid promote klik link di bio jika ada yg merasa owner dari sesuatu yg kami post dan kami salah lupa menyertakan cr silahkan dm jangan lupa subscribe youtube channel blue aeri link lihat highlight tayang setiap malming ba da isya sinting jangan lupa stream mv lagu lagu mereka ya paid promote klik link di bio jika ada yg merasa owner dari sesuatu yg kami post dan kami salah lupa menyertakan cr silahkan dm jangan lupa subscribe youtube channel blue aeri link lihat highlight tayang setiap malming ba da isya,Disabilitas,0
1-1790,liputan6 liputan a biaya perang gaza diprediksi sentuh rp 748 14 triliun israel rugi sekita usd 270 juta per hari,Jewish,0
1-1791,hot topics muhammadiyah khazanah indonesia senin 20 nov 2023 14 46 wib diserang netizen indonesia tentara israel alami gangguan psikologis netize indonesia terus menyerang tentara israel di media sosial red muhammad hafil rep andrian saputra akhirnya kita tau untuk apa kita diciptakan kasi kendor apa gas pol kita tahan atau kita makin makin,Jewish,0
1-1792,f1 genfomo chuaakksssnews 斑黨照发滚 cokipardedebebas 5 yad oud kill bill arabic version chuaks news com hot topic news sabtu april 2023 politik breaking news israel hancur berkat solidaritas indonesia wartawan petok petok 1 april 2023 f genfomo save palestine stay up to date only kirim laporan karyamu ke dm kami,Jewish,0
1-1793,membela hak asasi manusia palestina tidak berarti anda pro hamas mengatakan bebaskan palestina tidak berarti anda anti semit atau ingin semua orang yahudi lenyap bebaskan palestina berarti membebaskan warga palestina dari pendudukan israel yang telah merampas hak asasi mereka selama 75 tahun bebaskan palestina berarti berhenti mengurung 2 3 juta warga palestina di penjara terbuka terbesar di dunia yang setengahnya adalah anak anak bebaskan palestina berarti mengakhiri apartheid yang diberlakukan oleh pemerintah israel bebaskan palestina artinya memberi rakyat palestina kendali atas infrastruktur dasar di tanah mereka postingan instagram eric cantona membela hak asasi manusia palestina tidak berarti anda pro hamas mengatakan bebaskan palestina tidak berarti anda anti semit atau ingin semua orang yahudi lenyap bebaskan palestina berarti membebaskan warga palestina dari pendudukan israel yang telah merampas hak asasi mereka selama 75 tahun bebaskan palestina berarti berhenti mengurung 2 3 juta warga palestina di penjara terbuka terbesar di dunia yang setengahnya adalah anak anak bebaskan palestina berarti mengakhiri apartheid yang diberlakukan oleh pemerintah israel bebaskan palestina artinya memberi rakyat palestina kendali atas infrastruktur dasar di tanah mereka postingan instagram eric cantona,Jewish,0
1-1794,republika militer israel idf melaporkan bahwa jumlah tentara mereka yang tewas dalam operasi serangan darat ke gaza terus bertambah alhmdulillah klo tentara israel ga tarik pasukanya insya allah gaza jdi kuburan masal tentara israel klo tarik pasukan dan resolusi pbb dijalankan oleh israel insya allah masayarakat dunia tentram dan,Jewish,0
1-1795,20 s one viralno 1 viral pertama dalam sejarah odgj di surabaya boleh nyoblos 2 tps disiapkan di liponsos like source artikel pertama dalam sejarah pemkot surabaya bersama komisi pemilihan umum kpu setempat bakal menyediakan tempat pemungutan suara tps di uptd liponsos dan uptd griya werdha ini berarti para penghuni liponsos dan griya werdha seperti warga telantar dan orang dengan gangguan jiwa odgj bisa nyoblos di hari pemungutan suara pemilu 2024 pada 14 februari 2024 ini baru pertama kali setelah adanya judicial review yang mana mereka mereka ini punya hak untuk memilih dan untuk dipilih makanya kpu bersama kita memfasilitasi mereka untuk menggunakan hak pilihnya nanti kata kepala dinas sosial surabaya anna fajriatin di ruang kerjanya selasa 5 12 2023 namun anna memastikan bahwa tidak sembarangan memasukkan warga binaan liponsos itu ke daftar pemilih sebab odgj yang menghuni liponsos itu berbeda beda tingkat gangguan jiwanya sehingga harus dipilah pilah mana yang memungkinkan untuk dimasukkan ke daftar pemilih dan mana yang tidak bisa dimasukkan tentunya kami terus melakukan asesment dan monitoring gangguan kejiwaannya kalau sekiranya masih labil dan emosinya belum stabil tentu tidak akan kami masukkan karena khawatir juga nanti akan mengganggu di tps ujar anna mengutip jatimnow please contact us via dm for credit or removal follow terus 1 agar kamu mendapatkan info viral setiap hari,Disabilitas,0
1-1796,zionis israel mengakui sudah 406 serdadunya mati sejak 7 oktober 2023 dan sudah 86 yang mati sejak serangan darat yang mereka lakukan ke kamis malam 7 12 2023 zionis israel mengakui sudah 406 serdadunya mati sejak 7 oktober 2023 dan sudah 86 yang mati sejak serangan darat yang mereka lakukan ke kamis malam 7 12 2023,Jewish,0
1-1797,jiakkkkkkkkkhhhhh gila yakkkk debut juga akhirnya nih foto padahal kl dipikir2 november tahun 2022 gue gatau apakah jodoh gue ada apa hanya fiktif bener2 jodoh ga ada yg tau plot twist kehidupan bener adanya gaes tahun 2021 gue tuh pernah ga sengaja ketemu sama macam org yg bisa lah sama nyokap gue nah terus mungkin karna gue tidak terlihat ingin menikah samsek pada zaman itu padahal mau jir cuma masih bingung azahh disitu nyokap iseng nanya coba liatin anak saya deh mak kapan nikahnya terus kata belio bu ini mah anaknya emang masih doyan kerja nanti juga ketemu jodohnya disatu pulau kek mon maap nich indonesia negara kepulauan bisa lebih spesifik ga pulaunya dimana udahlah mengcapekk fokus kerja ajaaa lah eh november 2022 iseng2 main bumble match lah sama manusia ini yg ternyata kakak kelas gue di smp dulu dan sering gangguin gue juga dulu karna gemes tapi abis itu lost contact karna gue pindah sekolah lost contact 11thn lebih tepatnya pas dipertemukan lagi galama diajak nikah emang bener kadang jodoh tuh gausah dicari kalo emang milik kita pasti akan kembali ke kita doain lancar2 ya kawan,Disabilitas,0
1-1798,liputan pm israel ngamuk berjanji perang tanpa ampun dengan hamas di gaza palestina perdana menteri benjamin netanyahu bersumpah akan mengerahkan kekuatan penuh militer israel melawan kelompok hamas di jalur gaza ia memperingatkan israel akan mengalami hari hari sulit di masa depan ketika negara itu membalas serangan mengejutkan yang telah menyebabkan ratusan orang tewas dan mengubah kota kota perbatasan yang sepi menjadi zona perang pasukan pertahanan israel akan segera bertindak untuk menghancurkan kemampuan hamas kata netanyahu dalam pidato yang disiarkan televisi dikutip dari bbc minggu 8 10 2023 warga gaza keluarlah sekarang kami akan berada di mana saja dan dengan segenap kekuatan kami tambahnya ketika ribuan tentara cadangan menuju pangkalan militer untuk melakukan serangan balasan benjamin netanyahu menyampaikan kemarahannya sekitar 16 jam setelah ratusan teroris hamas menyusup ke israel dari gaza menyerang kota kota baca berita lainnya di l channel on whatsapp,Jewish,0
1-1799,pemain u 21 polandia dan israel mengheningkan cipta tanpa izin selama satu menit untuk korban serangan hamas pada 7 oktober silam setelah wasit meniup peluit tanda sepak mula uefa tidak menghendaki adanya minute of silence pada pertandingan kualifikasi piala eropa u 21 tersebut pada pertandingan yang berlangsung di władysław król municipal stadium itu polandia berhasil mengalahkan israel dengan skor 2 1 pemain u 21 polandia dan israel mengheningkan cipta tanpa izin selama satu menit untuk korban serangan hamas pada 7 oktober silam setelah wasit meniup peluit tanda sepak mula uefa tidak menghendaki adanya minute of silence pada pertandingan kualifikasi piala eropa u 21 tersebut pada pertandingan yang berlangsung di władysław król municipal stadium itu polandia berhasil mengalahkan israel dengan skor 2 1,Jewish,0
1-18,lur ati2 ternyata org yg suka bacot nebeng di group kita ternyata orang2 penyandang odgj lur ndk perlu di komeni ok,Disabilitas,1
1-180,angkringan angk odgj sponsorshipby sponsorship grin orang dengan genetik jawa,Disabilitas,1
1-1800,media ibrani jumlah tentara israel yang menolak untuk bertugas semakin meningkat banyak dari tentara israel yang melarikan diri dari tugas dan pemerintah israel telah menerapkan undang undang baru yang ketat terhadap para pembelot tersebut media ibrani jumlah tentara israel yang menolak untuk bertugas semakin meningkat banyak dari tentara israel yang melarikan diri dari tugas dan pemerintah israel telah menerapkan undang undang baru yang ketat terhadap para pembelot tersebut,Jewish,0
1-1801,guys pusaka yang menjadi saksi bisu pembantaian oleh belanda di puri smarapura pulang ke tanah air setelah 115 tahun selengkapnya ada di web h link di bio dengan judul sesuai postingan di atas guys pusaka yang menjadi saksi bisu pembantaian oleh belanda di puri smarapura pulang ke tanah air setelah 115 tahun selengkapnya ada di web h link di bio dengan judul sesuai postingan di atas,Disabilitas,0
1-1802,21 aceh awt ageh world time oaceh world time news pon yaya dan arafat salurkan bantuan becak untuk penyandang disabilitas warga penyandang disabilitas tersebut bernama khairil 35 putra dari bapak bukhari 69 maryana 50 khairil mengalami cacat fisik pada kakinya yang diamputasi karena kecelakaan sumber k anggota dpr aceh saiful bahri alias pon yaya dan arafat ketua dprk aceh utara menyalurkan bantuan sosial berupa becak kepada warga penyandang disabilitas di desa kede krueng kecamatan kuta makmur aceh utara pada selasa 5 12 2023 warga penyandang disabilitas tersebut bernama khairil 35 putra dari dari bapak bukhari 69 dan ibu maryana 50 semoga bantuan ini bermanfaat bagi khairil kata bukhari ayah khairil penyerahan bantuan sosial tersebut merupakan bentuk kepedulian terhadap masyarakat yang membutuhkan khususnya penyandang disabilitas bantuan tersebut diharapkan dapat membantu khairil untuk beraktivitas secara mandiri sumber k,Disabilitas,0
1-1803,majelis ulama indonesia mui mengatakan tindakan biadab israel sudah mengarah pada bentuk genosida perserikatan bangsa bangsa pbb melalui mahkamah internasional untuk segera memberikan sanksi kepada perdana menteri israel benjamin netanyahu untuk ditetapkan sebagai penjahat perang desak wakil ketua dewan pertimbangan mui pusat zainut tauhid sa adi selain itu mui juga mendesak pbb segera mengirimkan pasukan perdamaian untuk mencegah terjadinya penyerangan yang lebih brutal download di play store app store majelis ulama indonesia mui mengatakan tindakan biadab israel sudah mengarah pada bentuk genosida perserikatan bangsa bangsa pbb melalui mahkamah internasional untuk segera memberikan sanksi kepada perdana menteri israel benjamin netanyahu untuk ditetapkan sebagai penjahat perang desak wakil ketua dewan pertimbangan mui pusat zainut tauhid sa adi selain itu mui juga mendesak pbb segera mengirimkan pasukan perdamaian untuk mencegah terjadinya penyerangan yang lebih brutal download di play store app store,Jewish,0
1-1804,penggunaan emotikon dan gambar semangka menjadi masif beberapa minggu belakangan untuk menyerukan dukungan warga net terhadap palestina buah semangka sejak dulu memang telah menjadi simbol perlawanan masyarakat palestina terhadapan pendudukan israel simbol ini muncul pada tahun 1967 selama perang enam hari antara israel dengan koalisi arab yang terdiri dari mesir suriah dan yordania saat itu israel melarang pengibaran bendera palestina di perbatasannya untuk membatasi nasionalisme palestina dan arab setelah perang enam hari hingga perjanjian oslo semangka menjadi simbol protes masyarakat palestina irisan semangka dengan buahnya yang berwarna merah cerah kulitnya yang berwarna hijau putih dan bintik bintik bijinya yang berwarna hitam dinilai memiliki semua elemen warna yang sama dengan bendera palestina artikel,Jewish,0
1-1805,newsfeeds bolivia resmi putuskan hubungan diplomatik dengan israel photo infobae bolivia mengumumkan telah memutus hubungan diplomatik dengan israel pada selasa 31 10 sebagai hukuman atas kejahatan kemanusiaan mereka di jalur gaza dalam pernyataan resmi kementerian luar negeri pemerintah telah memutuskan untuk memutus hubungan diplomatik dengan negara israel sebagai penolakan dan mengecam serangan militer israel atas kejahatan terhadap kemanusiaan yang dilakukan di jalur gaza terhadap rakyat palestina bunyi pernyataan resmi pemerintah bolivia yang disampaikan wakil menteri luar negeri freddy mamani dalam konferensi pers negara amerika latin ini sebelumnya juga pernah memutuskan hubungan diplomatik dengan israel pada tahun 2009 di bawah pemerintahan presiden evo morales,Jewish,0
1-1806,idx channel investor khawatir dampak invasi darat israel di gaza para investor memantau ketat konflik antara israel dan kelompok h di palestina tel aviv telah mengumumkan invasi darat ke jalur gaza dilansir dari reuters pada minggu 29 10 2023 selain gejolak di timur tengah para investor juga memanatu rencana pertemuan federal reserve dan rilis data data ekonomi amerika serikat as pekan depan perdana menteri benjamin netanyahu mengatakan pada sabtu bahwa pasukan israel telah memulai fase kedua di gaza yakni serangan melalui darat para investor semakin khawatir akan meluasnya krisis di timur tengah harga minyak bisa melonjak jika iran terseret ke dalam konflik antara israel dan palestina situasi di israel menyebabkan banyak kecemasan kata randy frederick direktur pelaksana perdagangan dan derivatif charles schwab baca selengkapnya di atau klik link di bio foto istimewa,Jewish,0
1-1807,srael comaoo must israel s collective punishment ilians ofgaza crime israel akui kalah telak dalam perang medsos unggahan pro palestina capai 109 6 miliar postingan sebuah analisis media sosial yang dilakukan olen perusahaan israel humanz mengungkapkan bahwa narasi pro palestina mendominasi platform instagram dan tiktok dalam beberapa bulan terakhir data tersebut menunjukkan bahwa hanya sekitar 7 39 miliar unggahan dengan tagar pro israel dibandingkan dengan luar biasa 109 61 miliar unggahan pro palestina liav refael chen pendiri dan ceo humanz menuduh bahwa ketidakseimbangan ini dapat didistribusikan dengan campur tangan finansial sulit untuk tidak melihat bahwa ada uang di balik ini semua katanya padalah yang bayar influencer kan si israel emang si paling playing victim,Jewish,0
1-1808,news news presiden erdogan sebut benjamin netanyahu sebagai pembantai gaza foto istimewa presiden turki recep tayyip erdogan menyebut perdana menteri israel benjamin netanyahu sebagai pembantai gaza erdogan menuding netanyahu sebagai pencetus anti semitisme di seluruh dunia melansir dari el arabiya kamis 30 11 2023 erdogan telah berulang kali menyerang israel atas skala kematian dan kehancuran yang disebabkan agresi militer ke gaza ia menyebut israel sebagai negara teroris dan menyebut hamas sebagai kelompok pembebasan erdogan mengulang serangannya tersebut dalam penampilannya di hadapan anggota partai pemerintah yang berbasis islam di parlemen baca selengkapnya,Jewish,0
1-1809,okezone alasan palestina tidak ada di google maps hal ini memungkinkan pihak google menghapus palestina di google maps dikarenakan pendirian google berada di amerika yang lebih pro terhadap israel lebanon israel jordan google menjelaskan bahwa batas yang sedang disengketakan ditampilkan sebagai garis abu putus outus putus dan tempat yang terlibat dalam sengketa tersebut tidak mencapai kesepakatan tentang batasan wilayah penggunaan google maps untuk mencari palestina menunjukkan batasan geografis yang mencakup wilayah jalur gaza dan tepi barat tetapi tanpa label yang secara khusus menyebut palestina sumber mnc naskah salsabilah fitirah infografis okenews google dan apple dihadapkan pada tuduhan bahwa mereka telah menghilangkan palestina dari peta daring mereka meskipun sebenarnya palestina tidak pernah memiliki label di peta mereka sejak awal penggunaan apple maps dan google maps untuk mencari palestina menunjukkan batasan geografis yang mencakup wilayah jalur gaza dan tepi barat tetapi tanpa label yang secara khusus menyebut palestina dilansir dari independent berita mengenai hilangnya palestina di google maps pun menyebar dan viral artikel berita dan unggahan di platform media sosial lainnya juga terus menyebarkan klaim ini dan beberapa pendukung perjuangan palestina menuduh bahwa perusahaan teknologi tersebut mendukung pendudukan israel hal ini memungkinkan pihak google menghapus palestina di google maps dikarenakan pendirian google berada di amerika yang lebih pro terhadap israel hingga saat ini google belum memberikan tanggapan resmi terkait tuduhan terbaru ini namun di bagian situs web yang ditujukan untuk menyajikan informasi tentang sengketa batas negara google menjelaskan bahwa batas yang sedang disengketakan ditampilkan sebagai garis abu abu putus putus dan tempat tempat yang terlibat dalam sengketa tersebut tidak mencapai kesepakatan tentang batasan wilayah,Jewish,0
1-181,bukojobs com layson lawson indonesia pt lawson indonesia posisi lulusan minimal sma smk crew pramuniaga lawson crew kitchen sck lawson crew warehouse lawson persyaratan pria wanita lajang usia 18 25 tahun pendidikan min sma smk sederajat sederajat kemampuan komunikasi yang baik berpenampilan menarik tinggi badan 165 pria 155 wanita tidak bertato bertindik buta warna tidak sedang berkuliah baca di lowongan pt lawson indonesia via online silahkan langsung buka situs atau klik link di ig story untuk lengkapnya harap baca dahulu untuk informasi lebih lanjut seperti link lamar dokumen yg disiapkan dll silahkan cek postingan di situs lebih mudahnya klik link di ig story buat kamu yang belum dapat kerja jangan sedih pantengin terus ig untuk mendapatkan informasi loker terbaru jangan sampai ketinggalan,Disabilitas,0
1-1810,solusi palestina doni riw beratus ton bantuan pangan pakaian dan obat obatan dikirimkan ke palestina tahun demi tahun terus dikirimkan namun masalah palestina tak kunjung mereda mengapa berbagai problem tumpuk menumpuk di sana yang tidak wajar adalah muslimin yang membebek barat membenci perjuangan penegakan khilafah solusi palestina tegakkan khilafah agar jihad penaklukan israel tak hanya angan angan jogja 111023 ig,Jewish,0
1-1811,internasional tak hanya usul gaza di bom nuklir menteri israel minta warga palestina pindah ke gurun pasir haluan seorang menteri dari partai ekstremis otzma yehudit telah menyampaikan pandangannya mengenai jalur gaza ia menganggap bahwa salah satu opsi yang mungkin bagi israel dalam situasi perang saat ini adalah menggunakan bom nuklir di daerah tersebut menteri warisan budaya amichai eliyahu yang merupakan anggota partai sayap kanan itamar ben gvir menyatakan bahwa pengeboman nuklir di jalur gaza merupakan pilihan utama yang bisa membawa perdamaian meskipun dia tidak memiliki peran dalam pengambilan keputusan perang atau kendali atas kabinet perang eliyahu juga menentang bantuan kemanusiaan untuk gaza dan menganggap seluruh populasi di jalur gaza sebagai nazi selain itu dia mendukung pengambilalihan kembali wilayah jalur gaza dan pemukiman di sana ia juga mengusulkan agar penduduk palestina pergi ke irlandia atau ke gurun pasir,Jewish,1
1-1812,okezonecom コ black box dance circuit okezone com news yair netanyahu anak pm israel yang menolak ikut perang lawan palestina nah ini dia wajah bpk dan anak yg nyuruh tentaranya scara kejam untuk membantai anak2 ibu2 lansia dan warga sipil serta menuruh tentaranya untuk trbutuh,Jewish,1
1-1813,kenapa harus buah semangka dalam sejarahnya semangka menjadi simbol perlawanan warga palestina sejak perang tahun 1967 simbol ini digunakan sebagai bentuk protes terhadap wilayah yang direbut israel saat itu israel telah melarang pengibaran bendera palestina di depan umum sebagai bentuk kriminal penggunaan bendera palestina pun dilarang namun untuk merepresentasikan palestina semangka dipilih karena apabila buah tersebut dipotong warnanya sama dengan bendera palestina merah hijau hitam dan putih sisterlillah siap memakai buah semangka ini sebagai bentuk dukungan kita atas palestina share poster ini sebanyak banyaknya ya kenapa harus buah semangka dalam sejarahnya semangka menjadi simbol perlawanan warga palestina sejak perang tahun 1967 simbol ini digunakan sebagai bentuk protes terhadap wilayah yang direbut israel saat itu israel telah melarang pengibaran bendera palestina di depan umum sebagai bentuk kriminal penggunaan bendera palestina pun dilarang namun untuk merepresentasikan palestina semangka dipilih karena apabila buah tersebut dipotong warnanya sama dengan bendera palestina merah hijau hitam dan putih sisterlillah siap memakai buah semangka ini sebagai bentuk dukungan kita atas palestina share poster ini sebanyak banyaknya ya,Jewish,0
1-1814,ade armando 2d betapapun kita mendukung kemerdekaan palestina serangan hamas ke israel di saat warga merayakan hari suci mereka layak dikutuk dan pembalasan israel akan jauh lebih dahsyat orang k 8 oktober 2023 07 45 wib baca di app 10 lihat lihatfoto foto kalau ada pendapat yang relatif proporsional begini jangan dimaki maki by ht,Jewish,0
1-1815,media israel melaporkan bahwa pemerintah israel telah melarang lembaga media untuk mewawancarai tahanan israel yang dibebaskan pada jumat 24 11 menurut protokol yang ditetapkan israel mereka akan diterima oleh lembaga keamanan israel dan kemudian dibawa ke rumah sakit untuk bertemu dengan keluarga mereka seperti dilansir dari in context otoritas israel diharapkan untuk memantau dengan cermat wawancara para sandera yang dibebaskan dengan memberi petunjuk kepada mereka tentang hal hal yang boleh dan tidak boleh dikatakan tentang pengalaman penculikan mereka menurut media israel ini dilakukan menyusul apa yang dijelaskan sebagai bencana pr bagi israel ketika tahanan berusia 85 tahun yochaved lifshitz mengatakan bahwa dia diperlakukan dengan lembut oleh kelompok perlawanan palestina pada bulan oktober follow for more media israel melaporkan bahwa pemerintah israel telah melarang lembaga media untuk mewawancarai tahanan israel yang dibebaskan pada jumat 24 11 menurut protokol yang ditetapkan israel mereka akan diterima oleh lembaga keamanan israel dan kemudian dibawa ke rumah sakit untuk bertemu dengan keluarga mereka seperti dilansir dari in context otoritas israel diharapkan untuk memantau dengan cermat wawancara para sandera yang dibebaskan dengan memberi petunjuk kepada mereka tentang hal hal yang boleh dan tidak boleh dikatakan tentang pengalaman penculikan mereka menurut media israel ini dilakukan menyusul apa yang dijelaskan sebagai bencana pr bagi israel ketika tahanan berusia 85 tahun yochaved lifshitz mengatakan bahwa dia diperlakukan dengan lembut oleh kelompok perlawanan palestina pada bulan oktober follow for more,Jewish,0
1-1816,media berita luar negara 08 10 23 palestin lancar lebih 5 000 roket waktu subuh kejutkan tentera israel kami mengumumkan operasi banjir al aqsa dan dalam serangan pertama selama 20 minit kami telah menembak le bih 5 000 roket artikel penuh di foto onmanorama,Jewish,0
1-1817,berita beritasat satu perang israel vs hamas jumlah korban tewas melampaui 3 000 orang fo afp pada selasa 10 10 2023 israel membombardir jalur gaza dengan serangan udara paling sengit dalam 75 tahun sejarahnya akibat dari serangan tersebut jumlah korban tewas dari kedua belah pihak telah bertambah melampaui 3 000 orang diketahui lebih dari 1 000 warga israel tewas ketika kelompok militan palestina hamas menyerbu ke negara itu dari jalur gaza dan setidaknya ada 830 warga palestina yang tewas dalam empat hari serangan udara balasan israel selain itu pihak militer israel mengklaim telah membunuh 1 500 penyerang hamas yang masuk ke wilayahnya apa tanggapanmu mengenai jumlah korban tewas yang sekarang sudah lebih dari 3 000 orang akibat perang israel vs hamas,Jewish,0
