group,text,label,position,left_context,term,right_context,query_term
UNKNOWN,"Fahmi F Muslim dan Jaman Keemasan Islam Berikut ini adalah artikel yang mungkin pernah anda jumpai. Suatu artikel yang membantah klaim jaman keemasan islam di bidang ilmu pengetahuan. Memang tidak dibahas secara detil. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? Muhammad saja salah dalam pembagian (truncated)",1,35,secara detil ini juga,yang,terjadi dengan abbassid apa,yang
UNKNOWN,"Fahmi F Muslim dan Jaman Keemasan Islam Berikut ini adalah artikel yang mungkin pernah anda jumpai. Suatu artikel yang membantah klaim jaman keemasan islam di bidang ilmu pengetahuan. Memang tidak dibahas secara detil. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? Muhammad saja salah dalam pembagian (truncated)",1,52,sina dan pemikir2 lain,yang,terlahir sebagai muslim yang,yang
UNKNOWN,"Fahmi F Muslim dan Jaman Keemasan Islam Berikut ini adalah artikel yang mungkin pernah anda jumpai. Suatu artikel yang membantah klaim jaman keemasan islam di bidang ilmu pengetahuan. Memang tidak dibahas secara detil. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? Muhammad saja salah dalam pembagian (truncated)",1,56,yang terlahir sebagai muslim,yang,ada hubungannya dengan islam,yang
Disabilitas,Pesan saya yang benci Anies Baswedan awas jangan sampai kamu gila  status mu digrup ini membuat kami tambah sehat makin cinta AMIN,0,2,pesan saya,yang,benci anies baswedan awas,yang
Jewish,"Pendeta Hindu India ini ingin ke Israel untuk memerangi Hamas, idenya kok familiar?",0,3,pendeta hindu india,ini,ingin ke israel untuk,ini
"Kristen, Jewish","when my dad said pidato bung karno salah, “Kalau jadi hindu jangan jadi orang India, kalau jadi orang islam jangan jadi orang Arab, kalau kristen jangan jadi orang yahudi, tetaplah jadi orang nusantara dengan adat-budaya nusantara yang kaya raya ini” orang kristen bukan yahudi😅",0,40,nusantara yang kaya raya,ini,orang kristen bukan yahudi,ini
Tionghoa,Dalam Foto Ini Pemuda China Jadi PNS di Indonesia,1,2,dalam foto,ini,pemuda china jadi pns,ini
UNKNOWN,Tank dan Pasukan Bersenjata Dalam Video Ini Situasi Pulau Rempang Siap Tempur,1,6,pasukan bersenjata dalam video,ini,situasi pulau rempang siap,ini
Tionghoa,Nama Nama Negara yang pertamai kali mengakui kemerdekaan bangsa I Ko Negara china gk ada ya yang slalu mengaku ngaku atas menamakan jual pancasila dan slalu di korupsinya dangan dikuasa 9 naga dan para titisannya PKI Oligarki sampai saat ini😂😂😂,1,39,pki oligarki sampai saat,ini,,ini
UNKNOWN,"Fahmi F Muslim dan Jaman Keemasan Islam Berikut ini adalah artikel yang mungkin pernah anda jumpai. Suatu artikel yang membantah klaim jaman keemasan islam di bidang ilmu pengetahuan. Memang tidak dibahas secara detil. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? Muhammad saja salah dalam pembagian (truncated)",1,8,jaman keemasan islam berikut,ini,adalah artikel yang mungkin,ini
UNKNOWN,"Fahmi F Muslim dan Jaman Keemasan Islam Berikut ini adalah artikel yang mungkin pernah anda jumpai. Suatu artikel yang membantah klaim jaman keemasan islam di bidang ilmu pengetahuan. Memang tidak dibahas secara detil. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? Muhammad saja salah dalam pembagian (truncated)",1,33,tidak dibahas secara detil,ini,juga yang terjadi dengan,ini
Disabilitas,Pesan saya yang benci Anies Baswedan awas jangan sampai kamu gila  status mu digrup ini membuat kami tambah sehat makin cinta AMIN,0,14,gila status mu digrup,ini,membuat kami tambah sehat,ini
Tionghoa,Satu ini memiting rakyatnya Satu lagi ingin membuldoser rakyatnya Inilah rezi biadab yang disanjung 80% rakyatnya. Mantap petugas cina,1,1,satu,ini,memiting rakyatnya satu lagi,ini
Tionghoa,10 thn sdh Hutang ke cina Pabrik dari cina Pekerja dari cina Teknologi dari cina Ada yg bilang katanya ini PRIBUMI. MAU DI LANJUT apa PERUBAHAN.,1,19,ada yg bilang katanya,ini,pribumi mau di lanjut,ini
"Kristen, Tionghoa","Balada 32 tahun negeriku: Menurut petunjuk bpk presiden,,, e e e e kita harus kencengkan ikat pinggang kemudian e e e kita tinggal landas dan e e e kita mengolah ragakan masyarakat dan memasyarakatkan olah raga, kemudian e e e e export non migas kita harus mengacuh pada pakto sebagai embrio dari pakno dan pakdes,,,, dan ujung²nya 1 $ US = Rp 17.500,- gadis² tionghoa lari pake daster ke bandara Sukarno Hatta, yg lain diperkosa, toko² dijarah, mahasiswa ada yg raib entah ke !!! Sekolahan Katolik yg dipimpin mantan pacarku diancam mau dibakar. 😉😉😉😉 Yang begini masih sering terngiang di telingaku sampai saat ini,,, aku sdh berusaha melupakannya tapi kalau melihat jemuran orang warna kuning ingatan itu selalu !!! Apalagi di saat² menjelang pemilu seperti sekarang. Semoga Pa Ganjar - Mahfud terpilih menjadi Presiden 2024 nanti, dan membuat NKRI disegani dan dihormati, sejuk dan damai.",1,100,di telingaku sampai saat,ini,aku sdh berusaha melupakannya,ini
UNKNOWN,"😱🇺🇸🇺🇸🕺🏻 Teman /Sobat "" Gaspol GP"" Tulisan ini untuk saling Sharing, semoga Ada Gunanya ... :🙏🏻🙏🙏 Pemilu 2024 ini merupakan Pemilu yang Sangat Mendebarkan dan Sangat Mencekam. Ini disebabkan karena ""Keterlibatan Amerika lewat CIA full 100℅ melalui jaringan LSM² dan pengusaha Regional"". 🙏🏻🙏🏻🙏🏻 Sebarkan ke seluruh penjuru  DEMI ANAK CUCU KITA KELAK PILIHLAH GANJAR PRANOWO 🩷🇮🇩🇮🇩",0,5,sobat gaspol gp tulisan,ini,untuk saling sharing semoga,ini
UNKNOWN,"😱🇺🇸🇺🇸🕺🏻 Teman /Sobat "" Gaspol GP"" Tulisan ini untuk saling Sharing, semoga Ada Gunanya ... :🙏🏻🙏🙏 Pemilu 2024 ini merupakan Pemilu yang Sangat Mendebarkan dan Sangat Mencekam. Ini disebabkan karena ""Keterlibatan Amerika lewat CIA full 100℅ melalui jaringan LSM² dan pengusaha Regional"". 🙏🏻🙏🏻🙏🏻 Sebarkan ke seluruh penjuru  DEMI ANAK CUCU KITA KELAK PILIHLAH GANJAR PRANOWO 🩷🇮🇩🇮🇩",0,14,ada gunanya pemilu 2024,ini,merupakan pemilu yang sangat,ini
UNKNOWN,"😱🇺🇸🇺🇸🕺🏻 Teman /Sobat "" Gaspol GP"" Tulisan ini untuk saling Sharing, semoga Ada Gunanya ... :🙏🏻🙏🙏 Pemilu 2024 ini merupakan Pemilu yang Sangat Mendebarkan dan Sangat Mencekam. Ini disebabkan karena ""Keterlibatan Amerika lewat CIA full 100℅ melalui jaringan LSM² dan pengusaha Regional"". 🙏🏻🙏🏻🙏🏻 Sebarkan ke seluruh penjuru  DEMI ANAK CUCU KITA KELAK PILIHLAH GANJAR PRANOWO 🩷🇮🇩🇮🇩",0,23,mendebarkan dan sangat mencekam,ini,disebabkan karena keterlibatan amerika,ini
"Tionghoa, Jewish","*MUI HARAMKAN PRODUK ISRAEL* Namun, dia sendiri tanpa sadar telah menggunakan dan menikmati produk Israel Keturunan Yahudi itu sendiri😁😁 Beberapa nama produk Israel keturunan Yahudi : 1. Google. 2. Ini semua adalah produk buatan Israel, buatan Amerika sekutunya dan buatan Negara-negara lain keturunan Yahudi seperti Rusia, Inggris, Prancis, Kanada, Argentina dan beberapa negara lain yang termasuk sekutnya Juga Produk-produk tersebut dibuat dan diproduksi orang Negara China Lalu kenapa anda memakainya, dan kenapa anda menggunakannya❓ Kemudian jika MUI menganggap semua Produk Israel haram, sebaiknya diboikot semuanya dan tidak usah digunakan sama sekali saya rasa lebih adil kalau begitu. Namun jika ini hanya sekedar alasan atau tindakan bodoh saja, Melarang atau Mengharamkan semua produk Israel keturunan Yahudi dan Produk-produk Negara lain yang termasuk sekutunya, lalu dalam tanda kutip ""anda masih menggunakan sebagian juga"", berarti anda munafik tidak jujur mengakuinya🤣😂😂",1,28,yahudi 1 google 2,ini,semua adalah produk buatan,ini
"Tionghoa, Jewish","*MUI HARAMKAN PRODUK ISRAEL* Namun, dia sendiri tanpa sadar telah menggunakan dan menikmati produk Israel Keturunan Yahudi itu sendiri😁😁 Beberapa nama produk Israel keturunan Yahudi : 1. Google. 2. Ini semua adalah produk buatan Israel, buatan Amerika sekutunya dan buatan Negara-negara lain keturunan Yahudi seperti Rusia, Inggris, Prancis, Kanada, Argentina dan beberapa negara lain yang termasuk sekutnya Juga Produk-produk tersebut dibuat dan diproduksi orang Negara China Lalu kenapa anda memakainya, dan kenapa anda menggunakannya❓ Kemudian jika MUI menganggap semua Produk Israel haram, sebaiknya diboikot semuanya dan tidak usah digunakan sama sekali saya rasa lebih adil kalau begitu. Namun jika ini hanya sekedar alasan atau tindakan bodoh saja, Melarang atau Mengharamkan semua produk Israel keturunan Yahudi dan Produk-produk Negara lain yang termasuk sekutunya, lalu dalam tanda kutip ""anda masih menggunakan sebagian juga"", berarti anda munafik tidak jujur mengakuinya🤣😂😂",1,100,kalau begitu namun jika,ini,hanya sekedar alasan atau,ini
Tionghoa,"INI BUAT PARA KADRUN YG SERING NUDUH PEMERINTA (PKI) DI SINI SEDIKIT GW JELASIN👇👇 Syaiful Sahab Jenderal jenderal loyalis Soekarno pun yang disebut sebagai pahlawan revolusi dan juga jutaan rakyat Indonesia adalah korban pembantaian Soeharto dengan dibantu intelejen barat. Satu satunya jenderal lulusan setara SD yang mudah dimancaatkan mafia barat. YUK MIKIIIIR Tuan mereka sedang berusaha untuk MENIHILKAN kebijakan kebijakan yang telah diproses PEMERINTAH INDONESIA. Isu Jokowi PKI lah, isu kebangkitan komunis lah, isu anti cina lah, dan lain (truncated)",1,0,,ini,buat para kadrun yg,ini
Tionghoa,"Kasus rempang,kasus Wadas,ketimpangan gaji tka cina dengan tenaga Tempatan dimorowali,hilangnya pupuk subsidi,mahalnya BBM, nepotisme kekuasaan,hutang negara yg makin menumpuk ,pajak yg tinggi serta obyek pajak yg menyasar sembako dibarengi harga yg semakin mahal ,kondisi keadilan hukum yg TDK baik baik aja dll,semua itu akibat kebijakan direzim ini,maka kondisi seperti sangat diperlukan PRESIDEN PERUBAHAN dan itu hanya dimiliki Bapak Anies Baswedan ,maka itu ayo pilih presiden perubahan",1,52,itu akibat kebijakan direzim,ini,maka kondisi seperti sangat,ini
Tionghoa,"*MOHON DENGAN SANGAT ARTIKEL INI DI SHARE KE SEMUA RAKYAT INDONESIA COPY PASTE KE SEMUA GROUP MEDSOS SELANJUTNYA SHARE TERUS MENERUS SETIAP HARI HINGGA VIRAL KE SEMUA RAKYAT INDONESIA HUSUSNYA ORANG2 YANG TIDAK TAU POLITIK DAN TIDAK PEDULI KONDISI BANGSA DAN AGAMANYA!!!* *TAHAPAN SKENARIO CINA CAPLOK INDONESIA TANPA PERANG.* (Bukan hoax bisa di adu dengan data inteligent) *Tahap 1* Jkw tunjuk bos sinarmas sebagai wakil kepala IKN. Dan memerintahkan pengembang Cina seperti Agung Sedayu, Podomoro, Ciputra, Lippo dll untuk membangun pemukiman Cina di IKN. *BANGUN, SADAR DAN BANGKITLAH WAHAI ANAK BANGSA !*✍️🇮🇩✊ *AYO COPAS DAN SHARE KE SEMUA GROUP2 MEDSOS DEMI KESELAMATAN NEGARA, BANGSA, AGAMA DAN ANAK CUCU GENERASI KITA..& * SEMUA AKAN GAGAL TERLAKSANA JIKA ANIES PRESIDEN RI... !!!.*",1,4,mohon dengan sangat artikel,ini,di share ke semua,ini
UNKNOWN,"## Satu lagi hoax Islam: ## Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Satu lagi hoax Islam: Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Perlu anda ketahui, Ibnu Sina itu bukanlah beragama Islam, dia asalnya bangsa Persia yang beragama Zoroaster dan dia dipaksa masuk Islam agar tidak dibunuh oleh pasukan Islam yang menghancurkan kerajaan Persia yang beragama Zoroaster itu. Ibnu Sina adalah nama yang diberikan oleh penjajah Arab Islam, nama beliau sebenarnya dalah ""Avicenna"" yang berasal dari nama kitab suci Zoroaster ""Aveda"" yang artinya ""Api Suci"". Zoroaster adalah ajaran agama yang mensucikan dan menyembah Tuhan yang Esa dan ""Api"" sebagai simbolnya. Orang ini bahkan tidak bisa penjumlahan yang sederhana. Apa yang islam lakukan utk seni? Untuk musik? Apa yang nabi katakan tentang penyair? Apa pandangan (truncated)",1,108,api sebagai simbolnya orang,ini,bahkan tidak bisa penjumlahan,ini
Tionghoa,"PASTIKAN ANAK, SAUDARA, TEMAN, KELUARGA BESAR KITA FOKUS PD PERUBAHAN BERJUANG UTK PERUBAHAN ATAU REZIM BUSUK INI AKAN MELANJUTKAN MENGUSUR KITA RAKYAT PRIBUMI PEMILIK NEGERI INI DARI BUMI PERTIWI...JGN BIARKAN REZIM ANTEK OLIGARKI INI MELANJUTKAN KEKEJAMAN DAN KEBIADABANNYA PD RYTNYA ...MENGUSIR RYTNYA SENDIRI DEMI INVESTOR CHINA",1,16,perubahan atau rezim busuk,ini,akan melanjutkan mengusur kita,ini
Tionghoa,"PASTIKAN ANAK, SAUDARA, TEMAN, KELUARGA BESAR KITA FOKUS PD PERUBAHAN BERJUANG UTK PERUBAHAN ATAU REZIM BUSUK INI AKAN MELANJUTKAN MENGUSUR KITA RAKYAT PRIBUMI PEMILIK NEGERI INI DARI BUMI PERTIWI...JGN BIARKAN REZIM ANTEK OLIGARKI INI MELANJUTKAN KEKEJAMAN DAN KEBIADABANNYA PD RYTNYA ...MENGUSIR RYTNYA SENDIRI DEMI INVESTOR CHINA",1,25,rakyat pribumi pemilik negeri,ini,dari bumi pertiwi jgn,ini
Tionghoa,"PASTIKAN ANAK, SAUDARA, TEMAN, KELUARGA BESAR KITA FOKUS PD PERUBAHAN BERJUANG UTK PERUBAHAN ATAU REZIM BUSUK INI AKAN MELANJUTKAN MENGUSUR KITA RAKYAT PRIBUMI PEMILIK NEGERI INI DARI BUMI PERTIWI...JGN BIARKAN REZIM ANTEK OLIGARKI INI MELANJUTKAN KEKEJAMAN DAN KEBIADABANNYA PD RYTNYA ...MENGUSIR RYTNYA SENDIRI DEMI INVESTOR CHINA",1,34,biarkan rezim antek oligarki,ini,melanjutkan kekejaman dan kebiadabannya,ini
UNKNOWN,"Buku ini adalah sebuah buku istimewa tentang analisis sejarah yang sangat menarik. Di dalamnya akan kita dapati sebab-sebab kelemahan umat Islam, berbagai konflik yang terjadi, Perang Salib, pembebasan Al-Quds, invasi bangsa Tartar hingga seputar ditutup dan dibukanya kembali pintu ijtihad. #ResensiBuku — [Resensi Buku Wajah Dunia Islam (Dari Bani Umayyah hingga Imperialisme Modern)] Sejarah Peradaban Islam, Bukan Hanya dari Sirah Rasulullah ﷺ  — Peresensi: Nindira Aryudhani, S.Pi., M.Si. Wallahualam bissawab. [MNews/Rgl]",1,1,buku,ini,adalah sebuah buku istimewa,ini
UNKNOWN,"Surat Terbuka Kepada Anies Baswedan. (Saya copas dari postingan seorang tokoh yang dekat dengan presiden Jokowi) Ibnu Maksum-Opini Anies Baswedan (IST) Smith Alhadar Direktur Eksekutif Institute for Democracy Education (IDe) Mas Anies yang baik , Dalam gelisah saya menulis surat ini saat banyak orang sedang terlelap dalam bekap mimpi yang merisaukan. Belum juga dikumandangkan adzan , ajakan berserah diri pada Tuhan, sebelum memulai kehidupan yg rumit Seringkali berat. Kalau para Gubernur sebelumnya iri hati pada mas Anies , itu lantaran mereka baru tahu bahwa kota bisa disulap dgn ide2 kreatif. Lebih daripada itu , mas Anies (truncated)",0,40,gelisah saya menulis surat,ini,saat banyak orang sedang,ini
Tionghoa,Relawan Tionghoa Kalbar yg di Jakarta mendeklarasikan dukungan kepada Ganjar Pranowo. Mario Dandy Bu D Megumi Putri Ariani Mamat Cilacap Mahkamah Konstitusi,0,3,relawan tionghoa kalbar,yg,di jakarta mendeklarasikan dukungan,yg
Kristen,skb 2 menteri menjerat warga Indonesia yg beragama kristen buddha hindu kepercayaan sunda wiwitan kaharingan marapu aluk to dolo dll yg masih banyak sekali,0,6,menteri menjerat warga indonesia,yg,beragama kristen buddha hindu,yg
Kristen,skb 2 menteri menjerat warga Indonesia yg beragama kristen buddha hindu kepercayaan sunda wiwitan kaharingan marapu aluk to dolo dll yg masih banyak sekali,0,20,aluk to dolo dll,yg,masih banyak sekali,yg
Disabilitas,"Apakah kita harus di pimpin oleh orang yg,wakilnya cacat hukum,cacat moral dan presidenya yg cacat",1,7,di pimpin oleh orang,yg,wakilnya cacat hukum cacat,yg
Disabilitas,"Apakah kita harus di pimpin oleh orang yg,wakilnya cacat hukum,cacat moral dan presidenya yg cacat",1,15,cacat moral dan presidenya,yg,cacat,yg
Tionghoa,"Biar kadrun sadar kalau yg anti Islam itu bukan orang yg bermata sipit tapi orang yg identik dengan mata biru dan bule, ,,, negara isalm yg sudah hancur oleh sekutu Amerika Syiriah Irak Libya Palestina afganistan Lebanon semua hancur bukan karena China tapi Eropa ,,",1,4,biar kadrun sadar kalau,yg,anti islam itu bukan,yg
Tionghoa,"Biar kadrun sadar kalau yg anti Islam itu bukan orang yg bermata sipit tapi orang yg identik dengan mata biru dan bule, ,,, negara isalm yg sudah hancur oleh sekutu Amerika Syiriah Irak Libya Palestina afganistan Lebanon semua hancur bukan karena China tapi Eropa ,,",1,10,islam itu bukan orang,yg,bermata sipit tapi orang,yg
Tionghoa,"Biar kadrun sadar kalau yg anti Islam itu bukan orang yg bermata sipit tapi orang yg identik dengan mata biru dan bule, ,,, negara isalm yg sudah hancur oleh sekutu Amerika Syiriah Irak Libya Palestina afganistan Lebanon semua hancur bukan karena China tapi Eropa ,,",1,15,bermata sipit tapi orang,yg,identik dengan mata biru,yg
Tionghoa,"Biar kadrun sadar kalau yg anti Islam itu bukan orang yg bermata sipit tapi orang yg identik dengan mata biru dan bule, ,,, negara isalm yg sudah hancur oleh sekutu Amerika Syiriah Irak Libya Palestina afganistan Lebanon semua hancur bukan karena China tapi Eropa ,,",1,24,dan bule negara isalm,yg,sudah hancur oleh sekutu,yg
Tionghoa,"China Itu Pinter Menciptakan Yg Serba Palsu,Bikin Matahari Palsu, Bikin Mobil Palsu,Mukidi Berguru Sama Cina Bikin Ijazah Palsu.",1,4,china itu pinter menciptakan,yg,serba palsu bikin matahari,yg
Tionghoa,"PERANG HORIZONTAL DI DEPAN MATA. WASPADA... ‼️ WARGA cina sudah BERANI menguasai jalanan DGN MOBIL BER NOPOL negara CINA. ⁉️ Jika kamu tdk membela orang lain ketika hak mereka diinjak-injak, siapa yg akan membelamu ketika hakmu diinjak-injak⁉️ Lebih baik diasingkan daripada menyerah pada  #SALAM_AKAL_SEHAT💪 #SALAM_PERUBAHAN_PERBAIKAN utk #PERSATUAN_RI 😎✌💪",1,30,mereka diinjak injak siapa,yg,akan membelamu ketika hakmu,yg
Tionghoa,10 thn sdh Hutang ke cina Pabrik dari cina Pekerja dari cina Teknologi dari cina Ada yg bilang katanya ini PRIBUMI. MAU DI LANJUT apa PERUBAHAN.,1,16,teknologi dari cina ada,yg,bilang katanya ini pribumi,yg
"Kristen, Tionghoa","Balada 32 tahun negeriku: Menurut petunjuk bpk presiden,,, e e e e kita harus kencengkan ikat pinggang kemudian e e e kita tinggal landas dan e e e kita mengolah ragakan masyarakat dan memasyarakatkan olah raga, kemudian e e e e export non migas kita harus mengacuh pada pakto sebagai embrio dari pakno dan pakdes,,,, dan ujung²nya 1 $ US = Rp 17.500,- gadis² tionghoa lari pake daster ke bandara Sukarno Hatta, yg lain diperkosa, toko² dijarah, mahasiswa ada yg raib entah ke !!! Sekolahan Katolik yg dipimpin mantan pacarku diancam mau dibakar. 😉😉😉😉 Yang begini masih sering terngiang di telingaku sampai saat ini,,, aku sdh berusaha melupakannya tapi kalau melihat jemuran orang warna kuning ingatan itu selalu !!! Apalagi di saat² menjelang pemilu seperti sekarang. Semoga Pa Ganjar - Mahfud terpilih menjadi Presiden 2024 nanti, dan membuat NKRI disegani dan dihormati, sejuk dan damai.",1,71,ke bandara sukarno hatta,yg,lain diperkosa toko² dijarah,yg
"Kristen, Tionghoa","Balada 32 tahun negeriku: Menurut petunjuk bpk presiden,,, e e e e kita harus kencengkan ikat pinggang kemudian e e e kita tinggal landas dan e e e kita mengolah ragakan masyarakat dan memasyarakatkan olah raga, kemudian e e e e export non migas kita harus mengacuh pada pakto sebagai embrio dari pakno dan pakdes,,,, dan ujung²nya 1 $ US = Rp 17.500,- gadis² tionghoa lari pake daster ke bandara Sukarno Hatta, yg lain diperkosa, toko² dijarah, mahasiswa ada yg raib entah ke !!! Sekolahan Katolik yg dipimpin mantan pacarku diancam mau dibakar. 😉😉😉😉 Yang begini masih sering terngiang di telingaku sampai saat ini,,, aku sdh berusaha melupakannya tapi kalau melihat jemuran orang warna kuning ingatan itu selalu !!! Apalagi di saat² menjelang pemilu seperti sekarang. Semoga Pa Ganjar - Mahfud terpilih menjadi Presiden 2024 nanti, dan membuat NKRI disegani dan dihormati, sejuk dan damai.",1,78,toko² dijarah mahasiswa ada,yg,raib entah ke sekolahan,yg
"Kristen, Tionghoa","Balada 32 tahun negeriku: Menurut petunjuk bpk presiden,,, e e e e kita harus kencengkan ikat pinggang kemudian e e e kita tinggal landas dan e e e kita mengolah ragakan masyarakat dan memasyarakatkan olah raga, kemudian e e e e export non migas kita harus mengacuh pada pakto sebagai embrio dari pakno dan pakdes,,,, dan ujung²nya 1 $ US = Rp 17.500,- gadis² tionghoa lari pake daster ke bandara Sukarno Hatta, yg lain diperkosa, toko² dijarah, mahasiswa ada yg raib entah ke !!! Sekolahan Katolik yg dipimpin mantan pacarku diancam mau dibakar. 😉😉😉😉 Yang begini masih sering terngiang di telingaku sampai saat ini,,, aku sdh berusaha melupakannya tapi kalau melihat jemuran orang warna kuning ingatan itu selalu !!! Apalagi di saat² menjelang pemilu seperti sekarang. Semoga Pa Ganjar - Mahfud terpilih menjadi Presiden 2024 nanti, dan membuat NKRI disegani dan dihormati, sejuk dan damai.",1,84,entah ke sekolahan katolik,yg,dipimpin mantan pacarku diancam,yg
Tionghoa,"INI BUAT PARA KADRUN YG SERING NUDUH PEMERINTA (PKI) DI SINI SEDIKIT GW JELASIN👇👇 Syaiful Sahab Jenderal jenderal loyalis Soekarno pun yang disebut sebagai pahlawan revolusi dan juga jutaan rakyat Indonesia adalah korban pembantaian Soeharto dengan dibantu intelejen barat. Satu satunya jenderal lulusan setara SD yang mudah dimancaatkan mafia barat. YUK MIKIIIIR Tuan mereka sedang berusaha untuk MENIHILKAN kebijakan kebijakan yang telah diproses PEMERINTAH INDONESIA. Isu Jokowi PKI lah, isu kebangkitan komunis lah, isu anti cina lah, dan lain (truncated)",1,4,ini buat para kadrun,yg,sering nuduh pemerinta pki,yg
Tionghoa,"Kasus rempang,kasus Wadas,ketimpangan gaji tka cina dengan tenaga Tempatan dimorowali,hilangnya pupuk subsidi,mahalnya BBM, nepotisme kekuasaan,hutang negara yg makin menumpuk ,pajak yg tinggi serta obyek pajak yg menyasar sembako dibarengi harga yg semakin mahal ,kondisi keadilan hukum yg TDK baik baik aja dll,semua itu akibat kebijakan direzim ini,maka kondisi seperti sangat diperlukan PRESIDEN PERUBAHAN dan itu hanya dimiliki Bapak Anies Baswedan ,maka itu ayo pilih presiden perubahan",1,21,nepotisme kekuasaan hutang negara,yg,makin menumpuk pajak yg,yg
Tionghoa,"Kasus rempang,kasus Wadas,ketimpangan gaji tka cina dengan tenaga Tempatan dimorowali,hilangnya pupuk subsidi,mahalnya BBM, nepotisme kekuasaan,hutang negara yg makin menumpuk ,pajak yg tinggi serta obyek pajak yg menyasar sembako dibarengi harga yg semakin mahal ,kondisi keadilan hukum yg TDK baik baik aja dll,semua itu akibat kebijakan direzim ini,maka kondisi seperti sangat diperlukan PRESIDEN PERUBAHAN dan itu hanya dimiliki Bapak Anies Baswedan ,maka itu ayo pilih presiden perubahan",1,25,yg makin menumpuk pajak,yg,tinggi serta obyek pajak,yg
Tionghoa,"Kasus rempang,kasus Wadas,ketimpangan gaji tka cina dengan tenaga Tempatan dimorowali,hilangnya pupuk subsidi,mahalnya BBM, nepotisme kekuasaan,hutang negara yg makin menumpuk ,pajak yg tinggi serta obyek pajak yg menyasar sembako dibarengi harga yg semakin mahal ,kondisi keadilan hukum yg TDK baik baik aja dll,semua itu akibat kebijakan direzim ini,maka kondisi seperti sangat diperlukan PRESIDEN PERUBAHAN dan itu hanya dimiliki Bapak Anies Baswedan ,maka itu ayo pilih presiden perubahan",1,30,tinggi serta obyek pajak,yg,menyasar sembako dibarengi harga,yg
Tionghoa,"Kasus rempang,kasus Wadas,ketimpangan gaji tka cina dengan tenaga Tempatan dimorowali,hilangnya pupuk subsidi,mahalnya BBM, nepotisme kekuasaan,hutang negara yg makin menumpuk ,pajak yg tinggi serta obyek pajak yg menyasar sembako dibarengi harga yg semakin mahal ,kondisi keadilan hukum yg TDK baik baik aja dll,semua itu akibat kebijakan direzim ini,maka kondisi seperti sangat diperlukan PRESIDEN PERUBAHAN dan itu hanya dimiliki Bapak Anies Baswedan ,maka itu ayo pilih presiden perubahan",1,35,menyasar sembako dibarengi harga,yg,semakin mahal kondisi keadilan,yg
Tionghoa,"Kasus rempang,kasus Wadas,ketimpangan gaji tka cina dengan tenaga Tempatan dimorowali,hilangnya pupuk subsidi,mahalnya BBM, nepotisme kekuasaan,hutang negara yg makin menumpuk ,pajak yg tinggi serta obyek pajak yg menyasar sembako dibarengi harga yg semakin mahal ,kondisi keadilan hukum yg TDK baik baik aja dll,semua itu akibat kebijakan direzim ini,maka kondisi seperti sangat diperlukan PRESIDEN PERUBAHAN dan itu hanya dimiliki Bapak Anies Baswedan ,maka itu ayo pilih presiden perubahan",1,41,mahal kondisi keadilan hukum,yg,tdk baik baik aja,yg
Tionghoa,"Peringatan tegas untuk rezim Jokowi dan seluruh rakyat NKRI, belum ada Negara yg sebebas di Indonesia terhadap China Komunis, Nasehat dari Letjend. Purn. Sutioso mantan Kepala BIN... Jangan dianggap enteng saja, Krn negeri kita memang sdh tdk baik2 saja, Jangan sampai kita menyesal dihari !! 😇🌏😡😡",1,12,nkri belum ada negara,yg,sebebas di indonesia terhadap,yg
